date,window
1475137101,Safari
1475137123,Safari
1475137129,Safari
1475137133,Safari
1475137135,Atom
1475137137,Slack
1475137139,Atom
1475137167,Safari
1475137175,Safari
1475137177,Safari
1475137179,Safari
1475137215,Terminal
1475137229,Terminal
1475137231,Terminal
1475137239,Terminal
1475137241,Terminal
1475137249,Atom
1475137253,Atom
1475137255,Atom
1475137257,Atom
1475137281,Terminal
1475137283,Terminal
1475137285,Telegram
1475137291,Terminal
1475137299,Atom
1475137301,Terminal
1475137307,Terminal
1475137309,Terminal
1475137311,Terminal
1475137315,Terminal
1475137337,Terminal
1475137345,Terminal
1475137355,Terminal
1475137361,Atom
1475137363,Telegram
1475137365,Atom
1475137369,Terminal
1475137371,Terminal
1475137375,Terminal
1475137377,Telegram
1475137379,Telegram
1475137389,Terminal
1475137399,Atom
1475137411,Terminal
1475137417,Terminal
1475137427,Telegram
1475137431,Telegram
1475137433,Terminal
1475137451,Terminal
1475137679,loginwindow
1475137921,Terminal
1475137925,Slack
1475137975,Slack
1475137977,Slack
1475137981,Slack
1475137983,Terminal
1475137987,Terminal
1475137993,Terminal
1475137999,Terminal
1475138001,Terminal
1475138029,Terminal
1475138035,Terminal
1475138037,Terminal
1475138075,Atom
1475138077,Atom
1475138079,Terminal
1475138083,Terminal
1475138089,Terminal
1475138091,Terminal
1475138101,Terminal
1475138105,Terminal
1475138107,Terminal
1475138111,Terminal
1475138113,Terminal
1475138115,Atom
1475138117,Terminal
1475138137,Terminal
1475138155,Terminal
1475138205,Safari
1475138209,Safari
1475138211,Safari
1475138215,Safari
1475138219,Safari
1475138221,1Password mini
1475138229,Safari
1475138233,Safari
1475138235,Safari
1475138239,Safari
1475138241,Safari
1475138245,Safari
1475138249,Safari
1475138251,Safari
1475138253,Safari
1475138255,Safari
1475138259,Safari
1475138265,Safari
1475138267,Safari
1475138271,Safari
1475138275,Safari
1475138279,Safari
1475138281,Safari
1475138295,Safari
1475138297,Safari
1475138303,Safari
1475138305,1Password mini
1475138309,Safari
1475138311,Safari
1475138323,Safari
1475138325,Safari
1475138327,Safari
1475138379,Safari
1475138381,Safari
1475138383,Safari
1475138393,Safari
1475138395,Safari
1475138409,Safari
1475138411,Safari
1475138415,Terminal
1475138431,Safari
1475138433,Safari
1475138437,Safari
1475138439,Safari
1475138441,Safari
1475138443,Safari
1475138447,Terminal
1475138533,Safari
1475138535,Terminal
1475138549,Terminal
1475138627,Safari
1475138629,Safari
1475138631,Safari
1475138633,Safari
1475138635,Safari
1475138637,Safari
1475138639,Safari
1475138645,Safari
1475138649,Safari
1475138651,Safari
1475138659,Safari
1475138727,Mail
1475138729,Mail
1475138751,Safari
1475138753,Safari
1475138757,Safari
1475138821,Terminal
1475138823,Terminal
1475138825,Terminal
1475138827,Safari
1475138845,Safari
1475138847,Slack
1475138929,Terminal
1475138931,Terminal
1475138933,Terminal
1475138935,Slack
1475138937,Terminal
1475138939,Atom
1475138955,Terminal
1475138957,Slack
1475138965,Safari
1475138971,Terminal
1475138973,Atom
1475138975,Atom
1475138977,Terminal
1475138999,Safari
1475139003,Safari
1475139007,Safari
1475139019,Terminal
1475139030,Terminal
1475139035,Terminal
1475139036,Stickies
1475139039,Stickies
1475139043,Safari
1475139044,Safari
1475139047,Terminal
1475139084,Mail
1475139096,Mail
1475139098,Safari
1475139101,Safari
1475139103,Safari
1475139104,Safari
1475139108,Terminal
1475139121,Terminal
1475139156,Safari
1475139158,Terminal
1475139170,Terminal
1475139192,Safari
1475139195,Safari
1475139200,Google,Chrome
1475139201,Google,Chrome
1475139203,Google,Chrome
1475139205,Google,Chrome
1475139207,Terminal
1475139250,Slack
1475139256,Terminal
1475139258,Slack
1475139260,Safari
1475139263,Safari
1475139264,Safari
1475139273,Safari
1475139289,Safari
1475139295,Safari
1475139297,Safari
1475139299,Slack
1475139305,Safari
1475139307,Terminal
1475139319,Terminal
1475139321,Atom
1475139516,__LOCKEDSCREEN
1475139519,loginwindow
1475139536,__LOCKEDSCREEN
1475139552,Atom
1475139568,Atom
1475139570,Terminal
1475139590,Safari
1475139594,Safari
1475139596,Safari
1475139600,Safari
1475139603,Terminal
1475139610,Safari
1475139612,Safari
1475139614,Mail
1475139616,Mail
1475139624,Safari
1475139626,Safari
1475139628,Safari
1475139634,Safari
1475139636,Mail
1475139638,Mail
1475139640,Mail
1475139658,Terminal
1475139660,Atom
1475139702,Terminal
1475139706,Safari
1475139708,Safari
1475139710,Safari
1475139712,Safari
1475139722,Safari
1475139726,Safari
1475139728,Safari
1475139732,Safari
1475139752,Slack
1475139770,Safari
1475139774,Safari
1475139776,Safari
1475139778,Safari
1475139784,Slack
1475139786,Safari
1475139798,Terminal
1475139814,Terminal
1475139824,Safari
1475139826,Safari
1475139828,Safari
1475139830,Safari
1475139832,Safari
1475139834,Safari
1475139852,Terminal
1475139858,Mail
1475139864,Terminal
1475139866,Terminal
1475139892,Safari
1475139906,Atom
1475139908,Terminal
1475139916,Terminal
1475139926,Terminal
1475139928,Terminal
1475139932,Terminal
1475139934,Terminal
1475139940,Terminal
1475139942,Terminal
1475139991,Atom
1475139992,Atom
1475139994,Terminal
1475140002,Slack
1475140014,Slack
1475140016,Terminal
1475140054,Safari
1475140062,Terminal
1475140074,Safari
1475140086,Safari
1475140088,Safari
1475140090,Safari
1475140092,Slack
1475140142,Terminal
1475140144,Atom
1475140150,Slack
1475140158,Safari
1475140160,Slack
1475140206,Terminal
1475140218,Slack
1475140278,Safari
1475140280,Slack
1475140316,Safari
1475140332,Safari
1475140334,Safari
1475140336,Slack
1475140370,Safari
1475140372,Safari
1475140374,Safari
1475140376,Safari
1475140378,Safari
1475140380,Safari
1475140387,Safari
1475140388,Safari
1475140408,Safari
1475140416,Safari
1475140418,Slack
1475140424,Terminal
1475140476,Slack
1475140484,Slack
1475140492,Slack
1475140494,Slack
1475140514,Safari
1475140516,Safari
1475140518,Safari
1475140522,Safari
1475140524,Safari
1475140526,Safari
1475140532,Safari
1475140538,Safari
1475140540,Atom
1475140554,Mail
1475140558,Mail
1475140560,Mail
1475140562,Mail
1475140564,Mail
1475140566,Mail
1475140568,Mail
1475140570,Sonos
1475140586,Safari
1475140588,Safari
1475140590,Safari
1475140598,Safari
1475140610,Safari
1475140612,Safari
1475140614,Mail
1475140616,Atom
1475140618,Terminal
1475140620,Atom
1475140622,Terminal
1475140630,Atom
1475140634,Terminal
1475140648,Terminal
1475140650,Terminal
1475140678,Atom
1475140680,Terminal
1475140682,Safari
1475140684,Safari
1475140688,Safari
1475140690,Safari
1475140708,Atom
1475141068,loginwindow
1475141160,__LOCKEDSCREEN
1475141864,Atom
1475141872,Slack
1475141876,Mail
1475141878,Mail
1475141880,Mail
1475141882,Mail
1475141894,Safari
1475141896,Safari
1475141902,Safari
1475141904,Safari
1475141908,Safari
1475141910,Safari
1475141912,Safari
1475141924,Safari
1475141928,Safari
1475141936,Safari
1475141938,Safari
1475141942,Safari
1475141954,Safari
1475141956,Mail
1475141964,Slack
1475141966,Slack
1475141990,Mail
1475141992,Safari
1475141994,Safari
1475141996,Safari
1475141999,Safari
1475142000,Slack
1475142074,Mail
1475142076,Mail
1475142078,Mail
1475142080,Mail
1475142082,Safari
1475142087,Safari
1475142088,Safari
1475142090,Safari
1475142092,Safari
1475142094,Safari
1475142096,Calendar
1475142098,Safari
1475142114,Slack
1475142118,Slack
1475142120,Slack
1475142126,Safari
1475142128,Safari
1475142130,Safari
1475142132,Safari
1475142134,Safari
1475142140,Slack
1475142146,Safari
1475142180,Slack
1475142184,Finder
1475142186,Slack
1475142196,Terminal
1475142198,Terminal
1475142200,Terminal
1475142204,Terminal
1475142206,Terminal
1475142208,Terminal
1475142210,Safari
1475142222,Safari
1475142230,Safari
1475142244,Safari
1475142248,Safari
1475142250,Safari
1475142264,Terminal
1475142274,Safari
1475142276,Safari
1475142280,Safari
1475142288,Terminal
1475142324,Terminal
1475142326,Terminal
1475142354,Safari
1475142356,Safari
1475142358,Safari
1475142360,Safari
1475142362,Safari
1475142372,Terminal
1475142378,Safari
1475142386,Safari
1475142390,Safari
1475142398,Safari
1475142402,Safari
1475142406,Safari
1475142416,Safari
1475142424,Safari
1475142430,Safari
1475142436,Safari
1475142438,Safari
1475142442,Safari
1475142444,Safari
1475142446,Terminal
1475142458,Safari
1475142460,Safari
1475142462,Terminal
1475142464,Slack
1475142500,Safari
1475142502,Slack
1475142542,Terminal
1475142546,Slack
1475142548,Terminal
1475142550,Slack
1475142560,Terminal
1475142562,Terminal
1475142564,Terminal
1475142576,Calendar
1475142578,Calendar
1475142580,Calendar
1475142582,Calendar
1475142584,Terminal
1475142586,Safari
1475142588,Atom
1475142620,Terminal
1475142626,Terminal
1475142628,Terminal
1475142630,Atom
1475142632,Atom
1475142635,Atom
1475142638,Atom
1475142640,Atom
1475142642,Slack
1475142644,Safari
1475142648,Postman
1475142680,Safari
1475142684,Safari
1475142686,Safari
1475142688,Safari
1475142690,Safari
1475142692,Safari
1475142696,Safari
1475142698,Safari
1475142708,Safari
1475142874,Safari
1475142876,Safari
1475142878,Safari
1475142882,Safari
1475142884,Safari
1475142886,Safari
1475142888,Safari
1475142890,Safari
1475142952,Safari
1475142954,Safari
1475142958,Safari
1475142961,Safari
1475142964,Safari
1475142979,Safari
1475142982,Safari
1475142984,Safari
1475142986,Safari
1475143010,Safari
1475143018,Safari
1475143034,Safari
1475143038,Safari
1475143056,Safari
1475143062,Safari
1475143064,Safari
1475143092,Safari
1475143096,Google,Chrome
1475143098,Google,Chrome
1475143136,Safari
1475143140,Safari
1475143142,Safari
1475143148,Google,Chrome
1475143204,Safari
1475143212,Atom
1475143214,Atom
1475143222,Safari
1475143248,Atom
1475143252,Safari
1475143262,Safari
1475143264,Safari
1475143266,Safari
1475143268,Safari
1475143271,Safari
1475143273,Google,Chrome
1475143316,Google,Chrome
1475143319,Google,Chrome
1475143334,Terminal
1475143336,Terminal
1475143340,Safari
1475143354,Terminal
1475143364,Atom
1475143370,Terminal
1475143382,Atom
1475143386,Terminal
1475143390,Terminal
1475143392,Google,Chrome
1475143410,Atom
1475143414,Atom
1475143418,Google,Chrome
1475143424,Google,Chrome
1475143436,Google,Chrome
1475143440,Google,Chrome
1475143448,Google,Chrome
1475143450,Google,Chrome
1475143454,Google,Chrome
1475143456,Google,Chrome
1475143478,Google,Chrome
1475143488,Google,Chrome
1475143490,Google,Chrome
1475143508,Safari
1475143510,Safari
1475143528,Atom
1475143720,loginwindow
1475144076,__LOCKEDSCREEN
1475148498,Atom
1475148502,Atom
1475148513,Google,Chrome
1475148514,Terminal
1475148516,Terminal
1475148519,Google,Chrome
1475148532,Terminal
1475148540,Safari
1475148548,Terminal
1475148550,Terminal
1475148552,Google,Chrome
1475148574,Atom
1475148605,Terminal
1475148606,Terminal
1475148610,Terminal
1475148633,Terminal
1475148634,Safari
1475148636,Safari
1475148638,Safari
1475148640,Terminal
1475148642,Safari
1475148644,Safari
1475148648,Google,Chrome
1475148674,Atom
1475148680,Terminal
1475148682,Atom
1475148686,Terminal
1475148688,Terminal
1475148690,Terminal
1475148700,Terminal
1475148712,Safari
1475148714,Safari
1475148723,Google,Chrome
1475148732,Safari
1475148738,Safari
1475148750,Google,Chrome
1475148762,Google,Chrome
1475148764,Google,Chrome
1475148766,Atom
1475148790,Safari
1475148792,Safari
1475148794,Terminal
1475148796,Safari
1475148798,Safari
1475148802,Safari
1475148804,Safari
1475148806,Safari
1475148808,Safari
1475148830,Safari
1475148874,Atom
1475148878,Terminal
1475148880,Safari
1475148882,Safari
1475148892,Terminal
1475148894,Atom
1475148906,Atom
1475148918,Terminal
1475148920,Terminal
1475148941,Terminal
1475148942,Terminal
1475148946,Safari
1475148966,Safari
1475148968,Safari
1475148970,Safari
1475148978,Safari
1475148980,Safari
1475148982,Safari
1475148992,Safari
1475149004,Safari
1475149010,Safari
1475149026,Safari
1475149032,Safari
1475149036,Atom
1475149042,Safari
1475149054,Safari
1475149057,Google,Chrome
1475149059,Google,Chrome
1475149106,Atom
1475149110,Safari
1475149112,Safari
1475149114,Safari
1475149122,Safari
1475149124,Atom
1475149130,Terminal
1475149134,Terminal
1475149156,Terminal
1475149158,Terminal
1475149160,Google,Chrome
1475149174,Safari
1475149182,Safari
1475149186,Safari
1475149230,Google,Chrome
1475149278,Terminal
1475149280,Terminal
1475149296,Terminal
1475149300,Terminal
1475149330,Atom
1475149332,Atom
1475149336,Terminal
1475149338,Terminal
1475149340,Terminal
1475149366,Telegram
1475149390,Atom
1475149392,Mail
1475149394,Mail
1475149396,Mail
1475149416,Safari
1475149418,Safari
1475149420,Safari
1475149422,Telegram
1475149430,Safari
1475149436,Safari
1475149442,Mail
1475149446,Mail
1475149448,Mail
1475149470,Mail
1475149480,Mail
1475149482,Mail
1475149496,Mail
1475149520,Calendar
1475149524,Mail
1475149634,Mail
1475149644,Mail
1475149656,Mail
1475149664,Mail
1475149854,Mail
1475149856,Mail
1475149982,Mail
1475149984,Mail
1475149986,Mail
1475149990,Mail
1475150004,Mail
1475150006,Mail
1475150008,Mail
1475150016,Safari
1475150064,Slack
1475150070,Safari
1475150142,Safari
1475150144,Safari
1475150148,Atom
1475150150,Terminal
1475150160,Safari
1475150162,Safari
1475150166,Google,Chrome
1475150196,Google,Chrome
1475150198,Google,Chrome
1475150202,Google,Chrome
1475150204,Google,Chrome
1475150208,Google,Chrome
1475150226,Google,Chrome
1475150232,Google,Chrome
1475150242,Slack
1475150254,Google,Chrome
1475150260,Google,Chrome
1475150326,Finder
1475150328,Atom
1475150332,Safari
1475150334,Safari
1475150336,Safari
1475150338,Safari
1475150352,Safari
1475150354,Google,Chrome
1475150358,Safari
1475150360,Safari
1475150362,Safari
1475150428,Google,Chrome
1475150430,Atom
1475150432,Atom
1475150440,Terminal
1475150442,Terminal
1475150458,Google,Chrome
1475150462,Google,Chrome
1475150468,Terminal
1475150470,Terminal
1475150472,Safari
1475150474,Safari
1475150478,Google,Chrome
1475150482,Google,Chrome
1475150488,Google,Chrome
1475150498,Google,Chrome
1475150506,Google,Chrome
1475150510,Google,Chrome
1475150516,Google,Chrome
1475150520,Google,Chrome
1475150532,Google,Chrome
1475150536,Terminal
1475150540,Terminal
1475150562,Terminal
1475150564,Terminal
1475150580,Atom
1475150582,Terminal
1475150588,Terminal
1475150590,Terminal
1475150592,Atom
1475150594,Terminal
1475150638,Safari
1475150640,Google,Chrome
1475150642,Google,Chrome
1475150646,Google,Chrome
1475150664,Google,Chrome
1475150666,Google,Chrome
1475150694,Google,Chrome
1475150696,Google,Chrome
1475150888,__LOCKEDSCREEN
1475150890,loginwindow
1475150958,Google,Chrome
1475150960,Terminal
1475150962,Terminal
1475150964,Atom
1475150966,Terminal
1475150970,Safari
1475150976,Safari
1475151008,Safari
1475151010,Safari
1475151012,Safari
1475151014,Safari
1475151016,Safari
1475151019,Terminal
1475151022,Terminal
1475151024,Terminal
1475151028,Atom
1475151032,Terminal
1475151049,Atom
1475151054,Atom
1475151074,Atom
1475151088,Telegram
1475151092,Google,Chrome
1475151096,Google,Chrome
1475151102,Safari,Technology,Preview
1475151104,Safari,Technology,Preview
1475151107,Google,Chrome
1475151138,Atom
1475151180,Terminal
1475151184,Terminal
1475151186,Terminal
1475151190,Google,Chrome
1475151192,Terminal
1475151194,Terminal
1475151196,Terminal
1475151200,Google,Chrome
1475151206,Google,Chrome
1475151208,Google,Chrome
1475151210,Google,Chrome
1475151214,Google,Chrome
1475151228,Google,Chrome
1475151238,Google,Chrome
1475151240,Safari,Technology,Preview
1475151246,Safari
1475151252,Safari
1475151254,Safari
1475151275,Safari
1475151288,Safari
1475151290,Safari
1475151292,Safari
1475151304,Safari
1475151308,Safari
1475151310,Safari
1475151324,Slack
1475151328,Sonos
1475151348,Safari
1475151350,Safari
1475151366,Safari
1475151372,Slack
1475151374,Atom
1475151420,Atom
1475151424,Atom
1475151460,Safari
1475151462,Google,Chrome
1475151472,Atom
1475151478,Google,Chrome
1475151480,Safari
1475151482,Safari
1475151484,Atom
1475151524,Safari
1475151528,Google,Chrome
1475151554,Safari
1475151556,Safari
1475151558,Safari
1475151574,Google,Chrome
1475151588,Google,Chrome
1475151590,Google,Chrome
1475151592,Google,Chrome
1475151606,Google,Chrome
1475151608,Google,Chrome
1475151611,Google,Chrome
1475151614,Google,Chrome
1475151636,Google,Chrome
1475151644,Google,Chrome
1475151646,Google,Chrome
1475151648,Google,Chrome
1475151654,Google,Chrome
1475151656,Google,Chrome
1475151658,Google,Chrome
1475151664,Google,Chrome
1475151669,Google,Chrome
1475151716,Google,Chrome
1475151724,Google,Chrome
1475151730,Slack
1475151924,loginwindow
1475152162,Slack
1475152164,Slack
1475152166,Atom
1475152215,Google,Chrome
1475152218,Google,Chrome
1475152220,Google,Chrome
1475152224,Google,Chrome
1475152226,Google,Chrome
1475152234,Google,Chrome
1475152336,Google,Chrome
1475152346,Google,Chrome
1475152356,Atom
1475152364,Terminal
1475152380,Atom
1475152382,Atom
1475152416,Google,Chrome
1475152422,Atom
1475152426,Google,Chrome
1475152430,Atom
1475152482,Google,Chrome
1475152486,Atom
1475152492,Google,Chrome
1475152500,Atom
1475152516,Google,Chrome
1475152520,Google,Chrome
1475152522,Google,Chrome
1475152524,Google,Chrome
1475152536,Google,Chrome
1475152538,Google,Chrome
1475152552,Atom
1475152566,Google,Chrome
1475152568,Safari
1475152572,Safari
1475152582,Atom
1475152600,Safari
1475152608,Safari
1475152612,Safari
1475152614,Safari
1475152626,Safari
1475152664,Safari
1475152672,Safari
1475152674,Safari
1475152686,Safari
1475152688,Safari
1475152690,Safari
1475152694,Safari
1475152698,Safari
1475152736,Safari
1475152738,Safari
1475152756,Safari
1475152762,Terminal
1475152766,Atom
1475152798,Safari
1475152802,Atom
1475152844,Safari
1475152846,Safari
1475152848,Safari
1475152850,Safari
1475152852,Safari
1475152872,Safari
1475152874,Safari
1475152876,Preview
1475152878,Preview
1475152880,Preview
1475152882,Preview
1475152896,Preview
1475152900,Preview
1475152920,Preview
1475152922,Safari
1475152924,Safari
1475152942,Safari
1475152944,Atom
1475152946,Atom
1475152950,Atom
1475152964,Atom
1475152968,Atom
1475152970,Atom
1475152972,Atom
1475153074,Safari
1475153082,Atom
1475153092,Safari
1475153106,Safari
1475153110,Atom
1475153132,Terminal
1475153134,Terminal
1475153140,Atom
1475153156,Terminal
1475153162,Atom
1475153166,Terminal
1475153172,Atom
1475153179,Terminal
1475153180,Safari
1475153188,Atom
1475153212,Safari
1475153214,Atom
1475153244,Safari
1475153256,Atom
1475153274,Safari
1475153282,Atom
1475153348,Safari
1475153350,Safari
1475153352,Atom
1475153382,Terminal
1475153384,Safari
1475153398,Atom
1475153432,Safari
1475153452,Atom
1475153492,Safari
1475153498,Atom
1475153514,Safari
1475153524,Atom
1475153526,Safari
1475153544,Atom
1475153582,Safari
1475153588,Atom
1475153592,Safari
1475153600,Safari
1475153602,Safari
1475153604,Safari
1475153608,Atom
1475153616,Safari
1475153620,Safari
1475153622,Safari
1475153632,Atom
1475153637,Safari
1475153638,Atom
1475153642,Safari
1475153646,Atom
1475153648,Safari
1475153658,Atom
1475153666,Safari
1475153668,Atom
1475153670,Atom
1475153674,Atom
1475153687,Safari
1475153702,Atom
1475153730,Safari
1475153752,Google,Chrome
1475153766,Safari
1475153780,Atom
1475153802,Safari
1475153816,Atom
1475153908,Safari
1475153913,Atom
1475153922,Safari
1475153934,Atom
1475153962,Safari
1475153970,Atom
1475153982,Safari
1475153990,Atom
1475154009,Safari
1475154016,Atom
1475154052,Safari
1475154076,Atom
1475154090,Slack
1475154316,loginwindow
1475154536,Slack
1475154538,Safari
1475154548,Atom
1475154562,Safari
1475154564,Google,Chrome
1475154584,Atom
1475154600,Google,Chrome
1475154630,Atom
1475154674,Google,Chrome
1475154688,Atom
1475154702,Google,Chrome
1475154716,Atom
1475154786,Google,Chrome
1475154808,Atom
1475154820,Google,Chrome
1475154828,Safari
1475154830,Safari
1475154832,Safari
1475154838,Atom
1475154840,Safari
1475154842,Finder
1475154844,Atom
1475154852,Safari
1475154856,Safari
1475154860,Terminal
1475154874,Atom
1475154876,Atom
1475154884,Safari
1475154886,Terminal
1475154888,Terminal
1475154890,Safari
1475154892,Safari
1475154896,Safari
1475154898,Safari
1475154902,Safari
1475154908,Terminal
1475154910,Safari
1475154912,Safari
1475154924,Atom
1475154926,Atom
1475154933,Safari
1475154950,Atom
1475154984,Terminal
1475154986,Safari
1475154995,Atom
1475155010,Safari
1475155018,Atom
1475155042,Safari
1475155064,Atom
1475155158,Safari
1475155168,Atom
1475155592,Atom
1475155596,Atom
1475155598,Atom
1475155720,Atom
1475155728,Atom
1475155778,Terminal
1475155794,Atom
1475155856,Terminal
1475155858,Atom
1475155954,Terminal
1475155956,Safari
1475155980,Atom
1475156074,Safari
1475156082,Atom
1475156084,Atom
1475156100,Safari
1475156106,Atom
1475156116,Safari
1475156124,Atom
1475156148,Safari
1475156158,Atom
1475156188,Safari
1475156194,Atom
1475156198,Safari
1475156224,Atom
1475156236,Safari
1475156254,Atom
1475156256,Atom
1475156268,Safari
1475156278,Safari
1475156280,Safari
1475156288,Atom
1475156292,Atom
1475156324,Safari
1475156326,Safari
1475156328,Atom
1475156334,Atom
1475156340,Atom
1475156362,Safari
1475156402,Safari
1475156412,Atom
1475156452,Safari
1475156490,Google,Chrome
1475156492,Google,Chrome
1475156494,Google,Chrome
1475156496,Google,Chrome
1475156502,Google,Chrome
1475156504,Google,Chrome
1475156508,Google,Chrome
1475156548,Atom
1475156550,Atom
1475156558,Atom
1475156566,Google,Chrome
1475156568,Atom
1475156580,Atom
1475156584,Google,Chrome
1475156612,Atom
1475156618,Atom
1475156620,Atom
1475156636,Google,Chrome
1475156646,Google,Chrome
1475156650,Google,Chrome
1475156652,Google,Chrome
1475156668,Atom
1475156670,Atom
1475156694,Google,Chrome
1475156700,Google,Chrome
1475156702,Google,Chrome
1475156704,Google,Chrome
1475156726,Atom
1475156730,Atom
1475156744,Google,Chrome
1475156764,Google,Chrome
1475156766,Google,Chrome
1475156768,Google,Chrome
1475156770,Google,Chrome
1475156840,Atom
1475156842,Atom
1475156862,Google,Chrome
1475156894,Atom
1475156896,Atom
1475156930,Terminal
1475156933,Google,Chrome
1475156938,Atom
1475156995,Google,Chrome
1475157002,Google,Chrome
1475157004,Google,Chrome
1475157028,Atom
1475157032,Atom
1475157036,Atom
1475157054,Atom
1475157060,Atom
1475157124,Atom
1475157134,Atom
1475157162,Google,Chrome
1475157164,Google,Chrome
1475157166,Google,Chrome
1475157168,Google,Chrome
1475157174,Google,Chrome
1475157182,Google,Chrome
1475157184,Google,Chrome
1475157186,Safari
1475157214,Atom
1475157282,Safari
1475157478,loginwindow
1475157590,__LOCKEDSCREEN
1475158146,Safari
1475158150,Atom
1475158160,Atom
1475158210,Terminal
1475158230,Terminal
1475158232,Terminal
1475158234,Safari
1475158236,Google,Chrome
1475158238,Telegram
1475158244,Terminal
1475158246,Terminal
1475158248,Terminal
1475158256,Atom
1475158259,Slack
1475158314,Slack
1475158316,Finder
1475158322,Deckset
1475158324,Deckset
1475158326,Deckset
1475158328,Deckset
1475158332,Atom
1475158352,Deckset
1475158355,Atom
1475158386,Atom
1475158390,Atom
1475158392,Atom
1475158394,Atom
1475158398,Atom
1475158438,Deckset
1475158442,Finder
1475158620,Atom
1475158624,Finder
1475158626,Finder
1475158630,Finder
1475158632,Finder
1475158636,Finder
1475158640,Finder
1475158642,Atom
1475158662,Safari
1475158664,Safari
1475158666,Safari
1475158668,Safari
1475158670,Atom
1475158674,Atom
1475158676,Atom
1475158694,Safari
1475158710,Safari
1475158712,Safari
1475158714,Safari
1475158716,Safari
1475158718,Safari
1475158720,Safari
1475158750,Safari
1475158752,Preview
1475158754,Preview
1475158756,Finder
1475158758,Safari
1475158762,Atom
1475158796,Safari
1475158800,Atom
1475158810,Safari
1475158812,Atom
1475158832,Safari
1475158840,Safari
1475158842,Safari
1475158844,Safari
1475158858,Atom
1475158880,Atom
1475158882,Atom
1475158884,Atom
1475158886,Atom
1475158896,Safari
1475158898,Atom
1475158902,Safari
1475158908,Atom
1475158912,Safari
1475158918,Atom
1475158932,Safari
1475158934,Atom
1475158950,Atom
1475158954,Safari
1475158956,Atom
1475158966,Atom
1475158968,Atom
1475158972,Atom
1475159006,Atom
1475159008,Atom
1475159024,Safari
1475159032,Atom
1475159034,Safari
1475159038,Atom
1475159042,Atom
1475159044,Atom
1475159056,Safari
1475159058,Atom
1475159062,Safari
1475159070,Atom
1475159074,Safari
1475159078,Atom
1475159086,Safari
1475159094,Atom
1475159104,Safari
1475159106,Atom
1475159112,Safari
1475159118,Finder
1475159122,Finder
1475159124,Finder
1475159126,Finder
1475159130,Finder
1475159142,Atom
1475159144,Atom
1475159146,Atom
1475159152,Safari
1475159154,Atom
1475159162,Safari
1475159164,Atom
1475159172,Safari
1475159178,Atom
1475159184,Atom
1475159188,Atom
1475159210,Atom
1475159230,Atom
1475159248,Safari
1475159252,Atom
1475159254,Atom
1475159260,Atom
1475159262,Atom
1475159272,Safari
1475159276,Atom
1475159280,Safari
1475159286,Atom
1475159288,Atom
1475159290,Atom
1475159292,Atom
1475159298,Atom
1475159308,Atom
1475159310,Atom
1475159348,Safari
1475159356,Atom
1475159366,Safari
1475159372,Atom
1475159376,Safari
1475159384,Atom
1475159386,Safari
1475159394,Atom
1475159404,Safari
1475159406,Atom
1475159408,Safari
1475159416,Atom
1475159420,Atom
1475159422,Atom
1475159426,Atom
1475159428,Atom
1475159440,Safari
1475159454,Atom
1475159456,Atom
1475159458,Atom
1475159478,Atom
1475159480,Safari
1475159482,Atom
1475159484,Terminal
1475159486,Terminal
1475159488,Terminal
1475159494,Atom
1475159496,Atom
1475159498,Atom
1475159500,Terminal
1475159508,Terminal
1475159510,Atom
1475159522,Slack
1475159524,Atom
1475159526,Atom
1475159554,Deckset
1475159556,Atom
1475159558,Slack
1475159562,Safari
1475159578,Safari
1475159580,Atom
1475159610,Deckset
1475159612,Atom
1475159648,Safari
1475159650,Safari
1475159654,Safari
1475159656,Atom
1475159658,Safari
1475159660,Safari
1475159664,Atom
1475159678,Safari
1475159680,Atom
1475159682,Atom
1475159698,Safari
1475159704,Atom
1475159712,Safari
1475159716,Safari
1475159720,Safari
1475159724,Safari
1475159726,Safari
1475159732,Atom
1475159734,Safari
1475159744,Atom
1475159748,Safari
1475159756,Atom
1475159758,Safari
1475159764,Atom
1475159766,Terminal
1475159780,Terminal
1475159784,Slack
1475159786,Slack
1475159788,Calendar
1475159790,Atom
1475159794,Safari
1475159802,Atom
1475159804,Atom
1475159806,Atom
1475159810,Safari
1475159812,Atom
1475159814,Safari
1475159818,Safari
1475159820,Safari
1475159828,Safari
1475159848,Safari
1475159850,Deckset
1475159878,Atom
1475159884,Deckset
1475159886,Terminal
1475159900,Terminal
1475159902,Deckset
1475159912,Atom
1475159914,Atom
1475159938,Deckset
1475159962,Finder
1475159964,Terminal
1475159966,Finder
1475159988,loginwindow
1475161343,Finder
1475161345,Finder
1475161347,Slack
1475161351,Safari
1475161355,Safari
1475161359,Safari
1475161361,Safari
1475161365,Safari
1475161373,Safari
1475161375,Safari
1475161383,Safari
1475161385,Safari
1475161389,Safari
1475161391,Safari
1475161393,Safari
1475161395,Safari
1475161507,Safari
1475161511,loginwindow
1475161553,Safari
1475161555,Safari
1475161565,Safari
1475161571,Finder
1475161581,loginwindow
1475162108,Finder
1475162150,Slack
1475162155,Slack
1475162157,WhatsApp
1475162158,Finder
1475162184,Finder
1475162186,Finder
1475162212,Finder
1475162218,Deckset
1475162222,Deckset
1475162230,Deckset
1475162232,Finder
1475162288,Finder
1475162292,Finder
1475162294,Finder
1475162296,Finder
1475162298,Finder
1475162300,Finder
